# RNG-word TAINT manifest — the reviewed registry behind scripts/check-rng-taint.sh.
#
# Companion of scripts/rng-window-manifest.tsv. That registry tracks the VRF-word STORAGE
# identifiers; this one tracks the word once it travels by PARAMETER: every function that
# declares a word-shaped parameter (PARAM rows, subject = the parameter) and every
# cross-contract call that passes a word-shaped identifier (ARG rows, subject = the callee),
# as re-derived from source by scripts/lib/rng_taint_extract.py. The gate keeps this registry
# in exact correspondence with source; the CLASS column is the reviewed judgement.
#
# Classes: CONSUMER-SEALED (derives an outcome from a word already committed; rationale names
# the commitment point and the frozen inputs) · EXEMPT-ADVANCE (the crank / fulfilment /
# backfill machinery) · PURE-DERIVE (a pure helper mapping a committed word to a value, no actor
# input) · PRODUCER (requests or lands a word) · GATE (readiness read only) · VIEW (off-chain
# read surface) · NOT-RNG (a name collision — the value is not a VRF word).
#
# One row carries a BY-DESIGN note (the deity's choice among three one-shot boon slots after
# the preceding day's word is public — deity-daily-boon-slots-3, v68 RNGF-LBX-07, LOW): recorded, not
# hidden.
#
# Columns: CLASS  kind  subject  function  file  rationale
CLASS	kind	subject	function	file	rationale
EXEMPT-ADVANCE	PARAM	rngWord	runTerminalJackpot	modules/DegenerusGameJackpotModule.sol	msg.sender==GAME via the game-over drain; rngWord = rngWordByDay[day] sealed before handleGameOverDrain; winners from lvlTraitEntry[targetLvl] (advance-written)
PURE-DERIVE	ARG	EntropyLib.hash2	runTerminalJackpot	modules/DegenerusGameJackpotModule.sol	hash2(rngWord, targetLvl) seeds the solo-adjusted ETH entropy; pure
EXEMPT-ADVANCE	PARAM	randWord	payDailyJackpot	modules/DegenerusGameJackpotModule.sol	delegatecall target of the advance's payDailyJackpot wrapper; randWord = rngGate word; hero pool read at frozen dailyIdx; entry buckets advance-written
PURE-DERIVE	ARG	EntropyLib.hash2	payDailyJackpot	modules/DegenerusGameJackpotModule.sol	hash2(randWord, lvl): ticket-jackpot / solo entropy; pure
EXEMPT-ADVANCE	PARAM	randWord	payDailyJackpotCoinAndTickets	modules/DegenerusGameJackpotModule.sol	advance phase-2 delegatecall target; early-returns unless pending; re-derives traits from the same day word
PURE-DERIVE	ARG	EntropyLib.hash2	payDailyJackpotCoinAndTickets	modules/DegenerusGameJackpotModule.sol	hash2(randWord, lvl) ticket entropy; pure
EXEMPT-ADVANCE	PARAM	randWord	payCarryoverTickets	modules/DegenerusGameJackpotModule.sol	advance carryover-leg delegatecall target; randWord = the day's rngGate word; re-rolls the bonus board at frozen dailyIdx; buckets advance-written
PURE-DERIVE	ARG	EntropyLib.hash2	payCarryoverTickets	modules/DegenerusGameJackpotModule.sol	hash2(randWord, sourceLevel) carryover ticket entropy, the same derivation the fused stage used; pure
EXEMPT-ADVANCE	PARAM	randWord	payEarlyBirdTickets	modules/DegenerusGameJackpotModule.sol	advance early-bird-leg delegatecall target; randWord = the day's rngGate word; re-rolls the bonus board at frozen dailyIdx; entries latched by payDailyJackpot, winners keccak of the word
PURE-DERIVE	ARG	EntropyLib.hash2	payEarlyBirdTickets	modules/DegenerusGameJackpotModule.sol	hash2(randWord, level + 1) early-bird ticket entropy, the same derivation the fused stage used; pure
EXEMPT-ADVANCE	PARAM	randWord	payPurchaseDailyTickets	modules/DegenerusGameJackpotModule.sol	advance purchase-ticket-leg delegatecall target; randWord = the day's rngGate word; re-rolls the main board at frozen inputs and draws the priced entries with hash2(randWord, lvl), the same derivation the fused stage used
PURE-DERIVE	ARG	EntropyLib.hash2	payPurchaseDailyTickets	modules/DegenerusGameJackpotModule.sol	hash2(randWord, lvl) purchase ticket entropy, the same derivation the fused stage used; pure
EXEMPT-ADVANCE	PARAM	entropy	_distributeTicketJackpot	modules/DegenerusGameJackpotModule.sol	private advance-stack: bucket counts + winner draws over lvlTraitEntry[sourceLvl] from the chained entropy
EXEMPT-ADVANCE	PARAM	entropy	_distributeTicketsToBuckets	modules/DegenerusGameJackpotModule.sol	private advance-stack per-bucket loop; each trait derives hash2(root, traitIdx); award size excluded; deities are admin state
EXEMPT-ADVANCE	PARAM	entropy	_distributeTicketsToBucket	modules/DegenerusGameJackpotModule.sol	private advance-stack: _randTraitTicket(entropy, trait, salt) winners, tickets queued with rngBypass
EXEMPT-ADVANCE	PARAM	entropy	_computeBucketCounts	modules/DegenerusGameJackpotModule.sol	private view over JackpotBucketLib counts + bucket lengths (advance-written); entropy is the chained word
PURE-DERIVE	PARAM	entropy	_pickSoloQuadrant	modules/DegenerusGameJackpotModule.sol	internal pure gold-quadrant pick from entropy
PURE-DERIVE	PARAM	entropy	_soloAdjustedEntropy	modules/DegenerusGameJackpotModule.sol	private pure: rewrites the low 2 bits so soloBucketIndex lands on the picked quadrant
EXEMPT-ADVANCE	PARAM	entropy	_processDailyEth	modules/DegenerusGameJackpotModule.sol	private advance-stack ETH winner selection; each trait derives hash2(root, traitIdx); shares size payouts only
PURE-DERIVE	ARG	JackpotBucketLib.soloBucketIndex	_processDailyEth	modules/DegenerusGameJackpotModule.sol	pure remainder-bucket index from entropy & 3
EXEMPT-ADVANCE	PARAM	entropy	_processBucket	modules/DegenerusGameJackpotModule.sol	private advance-stack: _randTraitTicket over lvlTraitEntry[lvl] with the chained entropy
EXEMPT-ADVANCE	PARAM	entropy	_handleSoloBucketWinner	modules/DegenerusGameJackpotModule.sol	private advance-stack solo-bucket payout; entropy threaded for the recirc ticket roll
EXEMPT-ADVANCE	PARAM	entropy	_processSoloBucketWinner	modules/DegenerusGameJackpotModule.sol	private advance-stack: the solo winner's lootbox/ticket split off the threaded entropy
EXEMPT-ADVANCE	PARAM	entropy	_rollHeroSymbol	modules/DegenerusGameJackpotModule.sol	private view: weighted pick keccak(entropy, HERO_SYMBOL_TAG, day) over dailyHeroWagers[day], every caller passing day = dailyIdx (frozen; live bets key the wall-clock day, a disjoint slot)
EXEMPT-ADVANCE	PARAM	randomWord	_randTraitTicket	modules/DegenerusGameJackpotModule.sol	private advance sampler: random aligned words and rotated lanes over the frozen trait bucket plus deity virtual entries; partial-word padding is redrawn over the whole valid range
EXEMPT-ADVANCE	PARAM	randWord	payDailyFlipJackpot	modules/DegenerusGameJackpotModule.sol	delegatecall target of the advance's _payDailyCoinJackpot wrapper; bonus traits + trait-matched FLIP draw off the word
EXEMPT-ADVANCE	PARAM	randWord	payDailyFutureFlipJackpot	modules/DegenerusGameJackpotModule.sol	delegatecall target of the advance's _payDailyFutureCoinJackpot wrapper; purchase-day fill draw off the word
EXEMPT-ADVANCE	PARAM	randWord	_runFlipJackpot	modules/DegenerusGameJackpotModule.sol	private advance-stack: whole budget to trait-matched lvlTraitEntry draws on minted levels, keccak of the word
EXEMPT-ADVANCE	PARAM	randWord	emitDailyWinningTraits	modules/DegenerusGameJackpotModule.sol	msg.sender==GAME (Game self-call from the advance); event-only trait / bonus-level rolls off the word
PURE-DERIVE	ARG	EntropyLib.hash2	emitDailyWinningTraits	modules/DegenerusGameJackpotModule.sol	hash2(randWord, BONUS_TRAITS_TAG) salted bonus roll; pure
EXEMPT-ADVANCE	PARAM	randomWord	_awardDailyCoinToTraitWinners	modules/DegenerusGameJackpotModule.sol	private advance-stack coin draw: lvlPrime and holder idx keccak of the word per pull; craps half pulls 0.., coin half pulls 25..
EXEMPT-ADVANCE	PARAM	rngWord	_awardFutureCoinFill	modules/DegenerusGameJackpotModule.sol	private advance-stack purchase-day fill draw: keccak(rngWord, lvl, TAG) chain picks levels and walk starts over frozen far-future queues (new far-future registrations revert across the lock)
PURE-DERIVE	ARG	EntropyLib.hash2	_awardFutureCoinFill	modules/DegenerusGameJackpotModule.sol	hash2 chain over the pick index for level picks and walk starts; pure
EXEMPT-ADVANCE	PARAM	randWord	_rollWinningTraits	modules/DegenerusGameJackpotModule.sol	private view: base traits pure in the word, hero override from dailyHeroWagers[dailyIdx] (frozen slot)
PURE-DERIVE	ARG	JackpotBucketLib.getRandomTraits	_rollWinningTraits	modules/DegenerusGameJackpotModule.sol	pure trait roll from the word
PURE-DERIVE	ARG	EntropyLib.hash2	_rollWinningTraits	modules/DegenerusGameJackpotModule.sol	hash2(randWord, BONUS_TRAITS_TAG) bonus-trait salt; pure
EXEMPT-ADVANCE	PARAM	randWord	_rollWinningTraitsPair	modules/DegenerusGameJackpotModule.sol	private view: main + bonus traits off the word; both heroes rolled over dailyHeroWagers[dailyIdx] (frozen; bonus excludes the main slot)
PURE-DERIVE	ARG	JackpotBucketLib.getRandomTraits	_rollWinningTraitsPair	modules/DegenerusGameJackpotModule.sol	pure trait roll from the word
PURE-DERIVE	ARG	EntropyLib.hash2	_rollWinningTraitsPair	modules/DegenerusGameJackpotModule.sol	hash2(randWord, BONUS_TRAITS_TAG); pure
PURE-DERIVE	PARAM	randWord	_dailyCurrentPoolBps	modules/DegenerusGameJackpotModule.sol	private pure keccak(randWord, DAILY_CURRENT_BPS_TAG, counter) -> 6-14% budget share
EXEMPT-ADVANCE	PARAM	rngWord	runBafJackpot	modules/DegenerusGameJackpotModule.sol	msg.sender==address(this) (Game self-call from _consolidate, fire bit rngWord&1); winners from DegenerusJackpots, recirc rolls hash2-chained
EXEMPT-ADVANCE	ARG	jackpots.runBafJackpot	runBafJackpot	modules/DegenerusGameJackpotModule.sol	forwards the transition word to DegenerusJackpots.runBafJackpot (onlyGame) for the winner set
EXEMPT-ADVANCE	PARAM	entropy	_awardJackpotTickets	modules/DegenerusGameJackpotModule.sol	private advance-stack: BAF winner's small-award ticket recirc off the threaded entropy; large awards defer to whale-pass claims
EXEMPT-ADVANCE	PARAM	entropy	_jackpotTicketRoll	modules/DegenerusGameJackpotModule.sol	private advance-stack: entropy = hash2(entropy, entropy); level select bits 0..12, Bernoulli round-up bits 200..215; tickets queued rngBypass
PURE-DERIVE	ARG	EntropyLib.hash2	_jackpotTicketRoll	modules/DegenerusGameJackpotModule.sol	hash2(entropy, entropy) recirc re-roll; pure
NOT-RNG	ARG	PriceLookupLib.priceForLevel	_mergeBoxOrder	modules/DegenerusGameLootboxModule.sol	`word` is the player's packed box ORDER (lootboxOrder): level/count lanes via _lbGet; not a VRF value
NOT-RNG	PARAM	word	_orderNominal	modules/DegenerusGameLootboxModule.sol	packed box-order word; nominal wei from its count/level lanes
NOT-RNG	ARG	PriceLookupLib.priceForLevel	_orderNominal	modules/DegenerusGameLootboxModule.sol	price of the order's frozen level lane; not a VRF value
CONSUMER-SEALED	PARAM	rngWord	_openLootBoxLegWith	modules/DegenerusGameLootboxModule.sol	rngWord = lootboxRngWordByIndex[index] landed at fulfilment; order written at LR_INDEX (unworded, request-advanced); seeds hash4(word, player, BOX_OPEN_TAG, nonce), boon hash4(word, player, BOX_BOON_TAG, index); no local word==0 assertion at the three lootboxOrder writers; the order lands at LR_INDEX-1 relative to the AdvanceModule:471 comment's 'current index'
NOT-RNG	PARAM	word	_openLootBoxLegWith	modules/DegenerusGameLootboxModule.sol	`word` is the packed box order at `index` (counts, level, score, bps lanes) frozen at buy; rngWord is the separate VRF parameter
CONSUMER-SEALED	ARG	EntropyLib.hash4	_openLootBoxLegWith	modules/DegenerusGameLootboxModule.sol	boonSeed = hash4(rngWord, player, BOX_BOON_TAG, index): immutable owner/index and dedicated domain
NOT-RNG	ARG	PriceLookupLib.priceForLevel	_openLootBoxLegWith	modules/DegenerusGameLootboxModule.sol	price of the order's frozen level lane from the packed order word
CONSUMER-SEALED	PARAM	seed	_rollSingleBoxBoons	modules/DegenerusGameLootboxModule.sol	single-box boon draw with the resolver's own seed (afking/decimator/degenerette/recirc/redemption), each rooted at a committed word + frozen box data
CONSUMER-SEALED	ARG	ContractAddresses.GAME_BOON_MODULE.delegatecall	_rollSingleBoxBoons	modules/DegenerusGameLootboxModule.sol	delegatecall rollBoxBoons(player, budget, 1, amount, level, seed, 0); roll hash2(seed, 0)>>120
NOT-RNG	PARAM	word	_boxOrderIsMixed	modules/DegenerusGameLootboxModule.sol	packed box-order word lane test
CONSUMER-SEALED	ARG	EntropyLib.hash4	_rollTier	modules/DegenerusGameLootboxModule.sol	per-box seed hash4(c.rngWord, player, BOX_OPEN_TAG, ++nonce): index word landed at fulfilment; owner and ordinal fixed; no size or live day
NOT-RNG	PARAM	word	_rollBatchedTiers	modules/DegenerusGameLootboxModule.sol	packed box-order word: tier counts / custom size lanes
CONSUMER-SEALED	PARAM	rngWord	_resolvePresaleBox	modules/DegenerusGameLootboxModule.sol	rngWord = lootboxRngWordByIndex[index]; packed seed keccak(word, PRESALE_BOX_TAG, player, index) from immutable buy data; the record is zeroed before resolution
CONSUMER-SEALED	ARG	EntropyLib.hash2	_resolvePresaleBox	modules/DegenerusGameLootboxModule.sol	hash2(seed, FLIP_ROUND_TAG) rounding entropy off the box's committed seed
CONSUMER-SEALED	ARG	FlipRoundLib.roundFlipToHundreds	_resolvePresaleBox	modules/DegenerusGameLootboxModule.sol	EV-preserving round-up keyed to the box's own committed seed
CONSUMER-SEALED	PARAM	rngWord	resolveLootboxDirect	modules/DegenerusGameLootboxModule.sol	delegatecall-only; rngWord frozen and domain-separated by the caller (decimator hash3(round.rngWord, DECIMATOR_BOX_TAG, lvl), degenerette hash2(index word, betId), recirc); seed hash2(word, player), no live day
CONSUMER-SEALED	ARG	EntropyLib.hash2	resolveLootboxDirect	modules/DegenerusGameLootboxModule.sol	seed = hash2(rngWord, player); activityScore is the caller's frozen snapshot, live reads only scale
CONSUMER-SEALED	PARAM	rngWord	resolveRedemptionLootbox	modules/DegenerusGameLootboxModule.sol	onlySDGNRS; rngWord = hash2(rngWordForDay(day+1), player): day+1 undrawn at submit (BurnsBlockedBeforeDailyRng pins submit to a drawn day), sealed before claim
PURE-DERIVE	ARG	EntropyLib.hash1	resolveRedemptionLootbox	modules/DegenerusGameLootboxModule.sol	per-5-ETH-chunk re-hash of the frozen redemption word; pure
CONSUMER-SEALED	PARAM	rngWord	_resolveRedemptionChunk	modules/DegenerusGameLootboxModule.sol	seed keccak(rngWord, player, REDEMPTION_BOX_TAG): word hash1-chained from the day+1 seam; amount excluded; no live day
CONSUMER-SEALED	PARAM	rngWord	resolveAfkingBox	modules/DegenerusGameLootboxModule.sol	rngWord = rngWordByDay[stamp day]; the stamp (lastAutoBoughtDay/amount/score) is written by the pre-RNG STAGE before that day's word; seed hash4(word, player, AFKING_BOX_TAG, stamped day)
PURE-DERIVE	PARAM	seed	_rollTargetLevel	modules/DegenerusGameLootboxModule.sol	private pure bits 0..39 of the resolution seed -> target level offset
CONSUMER-SEALED	PARAM	seed	_resolveLootboxCommon	modules/DegenerusGameLootboxModule.sol	private: threads the per-resolution seed (rooted at a committed word) into the roll; boon budget/haircut are magnitudes
CONSUMER-SEALED	PARAM	seed	_resolveLootboxRoll	modules/DegenerusGameLootboxModule.sol	private: path roll bits 40..55 of the frozen seed; tagged sub-seeds for spins/passes; the dgnrs pool balance only scales
CONSUMER-SEALED	ARG	EntropyLib.hash2	_resolveLootboxRoll	modules/DegenerusGameLootboxModule.sol	hash2(seed, BOX_WWXRP_SPIN_TAG) spin sub-seed off the frozen box seed
PURE-DERIVE	PARAM	seed	_largeFlipOut	modules/DegenerusGameLootboxModule.sol	private pure variance tier bits 80..95 of the seed; price table only
CONSUMER-SEALED	PARAM	seed	_rollCrapsPasses	modules/DegenerusGameLootboxModule.sol	private: Bernoulli fractional pass on hash2(seed, PASS_ROUND_TAG) off the frozen box seed; consolation spin tagged separately; the FLIP budget divides by live priceForLevel(currentLevel) (scale, not selection; non-monotone across x00->x01)
CONSUMER-SEALED	ARG	EntropyLib.hash2	_rollCrapsPasses	modules/DegenerusGameLootboxModule.sol	hash2(seed, BOX_PASS_ROUND_TAG) % unit < remainder: fractional pass off the frozen seed
CONSUMER-SEALED	PARAM	seed	_callWwxrpSpin	modules/DegenerusGameLootboxModule.sol	private wrapper; seed = tagged hash of the frozen box seed
CONSUMER-SEALED	ARG	ContractAddresses.GAME_DEGENERETTE_MODULE.delegatecall	_callWwxrpSpin	modules/DegenerusGameLootboxModule.sol	delegatecall resolveWwxrpSpinFromBox(player, stake, frozen score, seed, 32)
CONSUMER-SEALED	PARAM	seed	_callFlipSpins	modules/DegenerusGameLootboxModule.sol	private wrapper; seed = hash2(box seed, BOX_FLIP_SPIN_TAG)
CONSUMER-SEALED	ARG	ContractAddresses.GAME_DEGENERETTE_MODULE.delegatecall	_callFlipSpins	modules/DegenerusGameLootboxModule.sol	delegatecall resolveFlipSpinsFromBox with the frozen seed
CONSUMER-SEALED	PARAM	seed	_callEthSpin	modules/DegenerusGameLootboxModule.sol	private wrapper; seed = hash2(box seed, BOX_ETH_SPIN_TAG); reached from _rollTier, _resolveRedemptionChunk and resolveAfkingBox as well as a direct open
CONSUMER-SEALED	ARG	ContractAddresses.GAME_DEGENERETTE_MODULE.delegatecall	_callEthSpin	modules/DegenerusGameLootboxModule.sol	delegatecall resolveEthSpinFromBox with the frozen seed
PURE-DERIVE	PARAM	seed	_lootboxTicketCount	modules/DegenerusGameLootboxModule.sol	private pure ticket count from budget x _ticketVarianceBps(seed)
PURE-DERIVE	PARAM	seed	_ticketVarianceBps	modules/DegenerusGameLootboxModule.sol	private pure bits 96..119 of the seed -> variance tier
PURE-DERIVE	PARAM	entropy	_lootboxDgnrsReward	modules/DegenerusGameLootboxModule.sol	private pure tier roll bits 56..79; the pool balance is a magnitude
EXEMPT-ADVANCE	PARAM	entropy	_processFutureTicketBatch	modules/DegenerusGameMintModule.sol	private: processTicketBatch far-future continuation; entropy is the sweep's committed lootboxRngWordByIndex word, requested after the pool froze at the last-purchase-day seal
EXEMPT-ADVANCE	PARAM	entropyWord	_raritySymbolBatch	modules/DegenerusGameMintModule.sol	private advance-stack trait assignment: LCG seeded keccak(baseKey, entropyWord, group); writes lvlTraitEntry (the jackpot pools)
PURE-DERIVE	PARAM	entropy	_rollRemainder	storage/DegenerusGameStorage.sol	private pure hash2(entropy, rollSalt) % 100 < rem
PURE-DERIVE	ARG	EntropyLib.hash2	_rollRemainder	storage/DegenerusGameStorage.sol	hash2(entropy, rollSalt): fractional-ticket roll; pure
EXEMPT-ADVANCE	PARAM	entropy	_resolveZeroOwedRemainder	storage/DegenerusGameStorage.sol	private advance-stack fractional-ticket resolution off the drain's word
EXEMPT-ADVANCE	PARAM	entropy	_processOneTicketEntry	modules/DegenerusGameMintModule.sol	private advance-stack per-entry ticket processing; entropy is the drain's sealed day word
CONSUMER-SEALED	PARAM	seed	_quoteFarFutureSwap	modules/DegenerusGameMintStreakUtils.sol	seed = _farFutureSeed = keccak(player, rngWordByDay[today-1]) (settled prior day); a POSTED salvage quote the seller accepts or declines; residual: waiting for a better day's quote
CONSUMER-SEALED	PARAM	seed	_quoteFarFutureFlipSplit	modules/DegenerusGameMintStreakUtils.sol	same settled prior-day seed (bits >>64) splits the cash leg ETH/FLIP; preview and execution share one derivation; no pending stake rides it
CONSUMER-SEALED	PARAM	word	_openAfkingBox	modules/GameAfkingModule.sol	word = rngWordByDay[sub.lastAutoBoughtDay] read by _autoOpen; the stamp day is written by the pre-RNG STAGE before its word; marker advanced before the resolve
CONSUMER-SEALED	ARG	ContractAddresses.GAME_LOOTBOX_MODULE.delegatecall	_openAfkingBox	modules/GameAfkingModule.sol	delegatecall resolveAfkingBox(player, stamped amount, stamp day, word, stamped score); seed hash4(word, player, AFKING_BOX_TAG, stamped day)
CONSUMER-SEALED	PARAM	rngWordNext	_claimRedemptionFor	sDGNRS.sol	rngWordNext = rngWordForDay(day+1) (batch prefetch, 0 = lazy): day is the (player, day) submit key; day+1 undrawn at submit and sealed by the advance that resolved the period
CONSUMER-SEALED	ARG	EntropyLib.hash2	_claimRedemptionFor	sDGNRS.sol	entropy = hash2(rngWordForDay(day+1), player); player is the claim key
CONSUMER-SEALED	ARG	game.resolveRedemptionLootbox	_claimRedemptionFor	sDGNRS.sol	cross-contract seam into LootboxModule.resolveRedemptionLootbox with the day+1 entropy, frozen lootboxEth and the submit-time activityScore
NOT-RNG	PARAM	word	_lbGet	storage/DegenerusGameStorage.sol	packed box-order field reader; `word` is the order word, not a VRF value
NOT-RNG	PARAM	word	_lbSet	storage/DegenerusGameStorage.sol	packed box-order field writer; not a VRF value
NOT-RNG	PARAM	word	_boxOrderCount	storage/DegenerusGameStorage.sol	counts the tiers of a packed box-order word; not a VRF value
EXEMPT-ADVANCE	PARAM	entropy	_drainRounds	modules/DegenerusGameMintModule.sol	private advance-stack wrapper: forwards the drain's word to the foil module's drainRounds by delegatecall
EXEMPT-ADVANCE	PARAM	entropy	drainRounds	modules/DegenerusGameFoilPackModule.sol	advance-stack seated round drain: keccak(lvl, round, entropy) per round assigns group traits; writes lvlTraitEntry (the jackpot pools)
EXEMPT-ADVANCE	PARAM	entropy	_fillSeats	modules/DegenerusGameFoilPackModule.sol	private advance-stack seat fill: forwards the word to _resolveZeroOwedRemainder for zero-owed entries
EXEMPT-ADVANCE	PARAM	entropy	_runRound	modules/DegenerusGameFoilPackModule.sol	private advance-stack round: keccak(lvl, round, entropy) trait roll and the exhausted seats' remainder rolls
NOT-RNG	PARAM	lanesWord	_bucketAppendLanes	storage/DegenerusGameStorage.sol	packed owner-registry indices (eight uint32 lanes), not an RNG word
EXEMPT-ADVANCE	ARG	ContractAddresses.GAME_FOILPACK_MODULE.delegatecall	_drainRounds	modules/DegenerusGameMintModule.sol	delegatecall into FoilPackModule.drainRounds from the advance ticket stage
EXEMPT-ADVANCE	PARAM	entropy	_drainSeatedSurvivors	modules/DegenerusGameMintModule.sol	private advance-stack survivor drain: forwards the drain word to _processOneTicketEntry for the seats left below the seat floor
EXEMPT-ADVANCE	PARAM	entropy	_seatEntry	modules/DegenerusGameFoilPackModule.sol	private advance-stack seat: forwards the word to _resolveZeroOwedRemainder for zero-owed entries
EXEMPT-ADVANCE	PARAM	seed	_runQuadrant	modules/DegenerusGameFoilPackModule.sol	private advance-stack quadrant of a seated round: slices the round seed (keccak of lvl, round, entropy) for its trait and split rotation; writes lvlTraitEntry
PURE-DERIVE	ARG	EntropyLib.hash2	next	libraries/PackedTicketSampleLib.sol	padding redraw hashes the committed group entropy and lane number; valid length and cursor are fixed by the draw, with no actor input
PURE-DERIVE	PARAM	entropy	begin	libraries/PackedTicketSampleLib.sol	pure selection of a word and lane rotation from caller-domain-separated entropy; only updates the memory cursor
PURE-DERIVE	ARG	EntropyLib.hash4	_drawBucketEntry	modules/DegenerusGameJackpotModule.sol	group seed hashes the committed word, fixed trait, source-level or draw salt, and first pull index
PURE-DERIVE	ARG	PackedTicketSampleLib.begin	_drawBucketEntry	modules/DegenerusGameJackpotModule.sol	word selection over a nonempty frozen real-plus-virtual range; cursor is local to one level and trait
PURE-DERIVE	ARG	PackedTicketSampleLib.begin	sampleTraitEntriesAtLevel	DegenerusGame.sol	BAF scatter derives word and lane rotation from its advance-dispatched entropy; pure memory operation over the committed bucket length
EXEMPT-ADVANCE	PARAM	randomWord	_drawBucketEntry	modules/DegenerusGameJackpotModule.sol	private advance sampler; caches only a sealed trait word and resolves immutable registry owners, with no external call during selection
EXEMPT-ADVANCE	PARAM	randomWord	_drawCoinEntry	modules/DegenerusGameJackpotModule.sol	private advance sampler; preserves the per-pull level hash and uses a separate memory cursor for every frozen level and trait bucket
NOT-RNG	PARAM	word	_bucketOwnerFromWord	storage/DegenerusGameStorage.sol	packed uint32 owner registry references loaded from a trait bucket, not an entropy word
PURE-DERIVE	ARG	EntropyLib.hash2	sampleFarFutureTickets	DegenerusGame.sol	Mix the committed entropy and filled candidate count for another level when fewer than four slots have been filled.
CONSUMER-SEALED	PARAM	menuWord	_drawProtocolBoons	modules/DegenerusGameBoonModule.sol	Previous-day word selects the published next-day deity menu; absent predecessor falls back to the finalized award-day word after entries close; pure issuer/day/slot mix separate from the winner domain
CONSUMER-SEALED	PARAM	winnerWord	_drawProtocolBoons	modules/DegenerusGameBoonModule.sol	Award-day finalized word selects closed prior-day cumulative intervals; entries and snapshotted scores cannot change after the calendar day closes

# 2026-09-21 seed hygiene and domain separation
PURE-DERIVE	ARG	EntropyLib.hash1	_consolidatePoolsAndRewardJackpots	modules/DegenerusGameAdvanceModule.sol	second variance draw from the SKIM_VARIANCE_TAG substream; no state inputs
PURE-DERIVE	ARG	EntropyLib.hash2	_distributeTicketsToBuckets	modules/DegenerusGameJackpotModule.sol	fixed trait ordinal off the root; award size and previous bucket skipped work excluded
PURE-DERIVE	ARG	EntropyLib.hash2	_processDailyEth	modules/DegenerusGameJackpotModule.sol	fixed trait ordinal off the root; ETH share and previous bucket work excluded
PURE-DERIVE	ARG	EntropyLib.hash2	rollDailyQuest	DegenerusQuests.sol	DAILY_QUEST_TAG isolates the global daily quest from other word consumers
PURE-DERIVE	ARG	EntropyLib.hash2	rollLevelQuest	DegenerusQuests.sol	LEVEL_QUEST_TAG isolates the global level quest from daily quests
CONSUMER-SEALED	ARG	EntropyLib.hash4	_resolveBet	modules/DegenerusGameDegeneretteModule.sol	player spinSeed = hash4(segregated drawWord, index, symbol, spin), excludes owner/betId/stake/count; tagged survival, rounding and record draws remain keyed by placed player/betId
CONSUMER-SEALED	ARG	EntropyLib.hash4	resolveAfkingBox	modules/DegenerusGameLootboxModule.sol	AFKING_BOX_TAG plus player and preword stamped day; amount excluded
EXEMPT-ADVANCE	ARG	EntropyLib.hash4	runBafJackpot	modules/DegenerusGameJackpotModule.sol	BAF_TICKET_TAG plus level and fixed winner ordinal; prior variable-length award work excluded
PURE-DERIVE	ARG	DegenerusTraitUtils.packedTraitsDegenerette	_playerTicket	modules/DegenerusGameDegeneretteModule.sol	Tagged pure derivation from the committed round/symbol/spin stream or a sealed award seed; symbols fixed before reveal, all colors rerolled.
PURE-DERIVE	ARG	EntropyLib.hash2	_playerTicket	modules/DegenerusGameDegeneretteModule.sol	Tagged pure derivation from the committed round/symbol/spin stream or a sealed award seed; symbols fixed before reveal, all colors rerolled.
PURE-DERIVE	ARG	EntropyLib.hash2	_spinSymbol	modules/DegenerusGameDegeneretteModule.sol	Tagged pure derivation from the committed round/symbol/spin stream or a sealed award seed; symbols fixed before reveal, all colors rerolled.
PURE-DERIVE	PARAM	seed	_playerTicket	modules/DegenerusGameDegeneretteModule.sol	Tagged pure derivation from the committed round/symbol/spin stream or a sealed award seed; symbols fixed before reveal, all colors rerolled.
PURE-DERIVE	PARAM	seed	_spinSymbol	modules/DegenerusGameDegeneretteModule.sol	Tagged pure derivation from the committed round/symbol/spin stream or a sealed award seed; symbols fixed before reveal, all colors rerolled.
PURE-DERIVE	PARAM	seed	_rollSpin	modules/DegenerusGameDegeneretteModule.sol	Shared pure manual/award draw pipeline; caller supplies sealed player/house seed domains, activity excluded.
PURE-DERIVE	ARG	EntropyLib.hash2	_rollSpin	modules/DegenerusGameDegeneretteModule.sol	WWXRP rig tag from the sealed per-spin seed; identical hero/round/spin yields identical adjustment.
EXEMPT-ADVANCE	ARG	dgnrs.recycleCentury	advanceGame	modules/DegenerusGameAdvanceModule.sol	x00 transition close forwards the applied transition word held in local rngWord through unlock; level and word fixed by the advance state, no keeper-selected entropy
CONSUMER-SEALED	PARAM	rngWord	recycleCentury	sDGNRS.sol	GAME-only transition-close word from rngGate; percentage keyed by fixed completedLevel and CENTURY_REFILL_TAG; burn delta only sizes the mint, never selects the roll; century marker prevents rerolls
PURE-DERIVE	ARG	EntropyLib.hash2	recycleCentury	sDGNRS.sol	hash2(committed transition word, CENTURY_REFILL_TAG xor completedLevel); caller, timing, pool balances and burn amount excluded from the percentage draw
